subscription_fact_key,customer_key,geography_key,plan_key,payment_method_key,tenure_cohort_key,churn_reason_key,tenure_months,monthly_charges,total_charges,is_new_customer_imputed_charges,churn_flag,churn_score,cltv,addon_service_count,avg_revenue_per_tenure_month,recency_tenure_months,frequency_addon_breadth,monetary_total_charges
276,276,276,130,1,1,3,10,84.7,832.05,0,1,69,5686,2,83.205,10,2,832.05
277,277,277,61,3,1,3,2,89.55,185.55,0,1,73,3851,2,92.775,2,2,185.55
278,278,278,131,2,2,4,23,90.6,1943.2,0,1,82,4359,2,84.48695652173913,23,2,1943.2
279,279,279,132,3,2,4,23,90.05,2169.8,0,1,67,4650,2,94.33913043478262,23,2,2169.8
280,280,280,9,3,5,4,49,99.05,4853.75,0,1,100,5157,3,99.0561224489796,49,3,4853.75
281,281,281,47,3,1,5,2,69.75,144.55,0,1,68,5667,0,72.275,2,0,144.55
282,282,282,133,4,1,5,2,49.05,91.1,0,1,98,2960,1,45.55,2,1,91.1
283,283,283,3,3,1,5,7,98.05,713.0,0,1,86,2561,3,101.85714285714286,7,3,713.0
284,284,284,134,3,4,1,41,114.5,4527.45,0,1,80,3038,6,110.42560975609756,41,6,4527.45
285,285,285,64,2,1,1,2,80.95,171.15,0,1,65,3533,1,85.575,2,1,171.15
286,286,286,17,2,2,3,13,74.3,940.35,0,1,97,2995,1,72.33461538461539,13,1,940.35
287,287,287,101,3,1,4,11,89.7,1047.7,0,1,89,2202,2,95.24545454545455,11,2,1047.7
288,288,288,3,4,2,5,17,100.45,1622.45,0,1,87,5508,3,95.43823529411765,17,3,1622.45
289,289,289,135,2,3,1,25,90.4,2178.6,0,1,100,5801,2,87.14399999999999,25,2,2178.6
290,290,290,136,1,1,3,3,56.15,168.15,0,1,83,2539,2,56.050000000000004,3,2,168.15
291,291,291,137,3,1,3,4,94.4,387.2,0,1,74,4249,4,96.8,4,4,387.2
292,292,292,24,4,4,4,37,78.95,2839.65,0,1,97,3982,1,76.7472972972973,37,1,2839.65
293,293,293,138,4,2,4,19,44.85,893.55,0,1,72,5182,2,47.02894736842105,19,2,893.55
294,294,294,5,2,4,4,39,105.65,4284.8,0,1,96,4687,4,109.86666666666667,39,4,4284.8
295,295,295,139,1,1,5,7,74.65,544.55,0,1,75,3331,1,77.79285714285713,7,1,544.55
296,296,296,140,3,2,5,14,64.7,941.0,0,1,86,4049,2,67.21428571428571,14,2,941.0
297,297,297,4,3,1,5,11,104.05,1133.65,0,1,82,4553,4,103.05909090909091,11,4,1133.65
298,298,298,26,2,1,15,1,35.55,35.55,0,1,71,3958,1,35.55,1,1,35.55
299,299,299,15,2,1,1,2,95.15,196.9,0,1,82,2414,2,98.45,2,2,196.9
300,300,300,56,1,2,18,13,96.65,1162.85,0,1,75,5295,3,89.44999999999999,13,3,1162.85
301,301,301,12,2,1,18,3,80.4,224.05,0,1,89,3834,1,74.68333333333334,3,1,224.05
302,302,302,88,1,1,18,1,31.35,31.35,0,1,85,3605,1,31.35,1,1,31.35
303,303,303,141,3,1,19,12,89.75,1052.4,0,1,97,5671,2,87.7,12,2,1052.4
304,304,304,142,2,5,19,60,94.4,5610.25,0,1,99,4990,3,93.50416666666666,60,3,5610.25
305,305,305,69,2,1,19,1,19.85,19.85,0,1,66,3874,0,19.85,1,0,19.85
306,306,306,91,4,1,18,6,109.9,669.45,0,1,69,5750,5,111.575,6,5,669.45
307,307,307,143,2,2,18,15,101.35,1553.95,0,1,99,3025,4,103.59666666666666,15,4,1553.95
308,308,308,144,3,2,18,21,60.05,1236.15,0,1,70,4716,2,58.86428571428572,21,2,1236.15
309,309,309,145,2,1,19,1,60.15,60.15,0,1,91,4611,1,60.15,1,1,60.15
310,310,310,85,2,1,1,7,90.45,593.45,0,1,98,5356,2,84.77857142857144,7,2,593.45
311,311,311,142,3,5,2,53,94.25,4867.95,0,1,96,5414,3,91.84811320754717,53,3,4867.95
312,312,312,22,2,1,2,1,74.9,74.9,0,1,84,2548,0,74.9,1,0,74.9
313,313,313,12,2,1,2,1,80.25,80.25,0,1,69,2502,1,80.25,1,1,80.25
314,314,314,2,2,2,4,17,69.0,1149.65,0,1,77,3368,0,67.62647058823529,17,0,1149.65
315,315,315,146,2,1,4,11,66.35,740.8,0,1,91,2860,2,67.34545454545454,11,2,740.8
316,316,316,82,3,2,4,19,86.0,1532.45,0,1,98,4857,1,80.65526315789474,19,1,1532.45
317,317,317,64,2,1,4,3,80.3,250.05,0,1,72,3212,1,83.35000000000001,3,1,250.05
318,318,318,141,4,2,15,24,90.55,2282.55,0,1,67,5927,2,95.10625,24,2,2282.55
319,319,319,22,2,1,15,2,75.9,143.35,0,1,86,2101,0,71.675,2,0,143.35
320,320,320,29,1,1,15,1,45.85,45.85,0,1,73,3706,0,45.85,1,0,45.85
321,321,321,147,2,2,15,16,49.95,810.2,0,1,78,4840,3,50.6375,16,3,810.2
322,322,322,148,2,3,15,34,78.3,2564.3,0,1,77,2777,1,75.42058823529412,34,1,2564.3
323,323,323,22,2,1,15,3,76.95,228.4,0,1,92,4428,0,76.13333333333334,3,0,228.4
324,324,324,15,2,2,15,16,96.15,1529.2,0,1,96,5913,2,95.575,16,2,1529.2
325,325,325,27,2,1,15,1,45.3,45.3,0,1,66,4568,0,45.3,1,0,45.3
326,326,326,8,3,2,15,15,19.4,289.3,0,1,87,5379,0,19.28666666666667,15,0,289.3
327,327,327,149,2,1,4,11,90.15,987.95,0,1,66,5250,2,89.81363636363636,11,2,987.95
328,328,328,27,1,1,10,1,45.05,45.05,0,1,98,4094,0,45.05,1,0,45.05
329,329,329,150,2,1,10,1,75.8,75.8,0,1,70,3940,1,75.8,1,1,75.8
330,330,330,64,2,1,10,7,79.3,523.15,0,1,69,3830,1,74.73571428571428,7,1,523.15
331,331,331,151,2,1,10,2,30.9,59.05,0,1,98,2860,1,29.525,2,1,59.05
332,332,332,152,4,4,10,46,95.25,4424.2,0,1,90,3180,3,96.17826086956521,46,3,4424.2
333,333,333,68,3,6,10,68,89.6,6127.6,0,1,69,5651,2,90.11176470588236,68,2,6127.6
334,334,334,104,2,5,10,59,110.15,6448.05,0,1,97,4601,5,109.28898305084746,59,5,6448.05
335,335,335,61,2,1,10,7,89.5,676.7,0,1,89,3077,2,96.67142857142858,7,2,676.7
336,336,336,33,2,1,10,8,75.0,632.95,0,1,80,2587,1,79.11875,8,1,632.95
337,337,337,27,2,1,10,6,44.75,270.95,0,1,78,2087,0,45.15833333333333,6,0,270.95
338,338,338,29,2,1,10,11,44.05,483.7,0,1,84,3200,0,43.97272727272727,11,0,483.7
339,339,339,82,3,2,10,15,85.6,1345.55,0,1,83,4981,1,89.70333333333333,15,1,1345.55
340,340,340,153,4,6,10,70,115.55,8127.6,0,1,87,4838,6,116.10857142857144,70,6,8127.6
341,341,341,66,2,2,10,16,86.6,1281.0,0,1,81,2508,1,80.0625,16,1,1281.0
342,342,342,66,2,2,15,18,85.2,1553.9,0,1,77,3326,1,86.32777777777778,18,1,1553.9
343,343,343,15,2,3,15,34,97.65,3207.55,0,1,87,3979,2,94.33970588235294,34,2,3207.55
344,344,344,91,2,4,15,47,109.55,5124.55,0,1,90,5863,5,109.03297872340426,47,5,5124.55
345,345,345,154,2,4,16,39,89.55,3474.45,0,1,65,3849,3,89.08846153846153,39,3,3474.45
346,346,346,69,1,1,17,1,19.45,19.45,0,1,78,5687,0,19.45,1,0,19.45
347,347,347,8,1,1,3,4,20.35,76.35,0,1,81,4133,0,19.0875,4,0,76.35
348,348,348,2,2,1,4,1,69.25,69.25,0,1,75,4371,0,69.25,1,0,69.25
349,349,349,105,3,5,5,59,99.5,5961.1,0,1,76,6098,3,101.035593220339,59,3,5961.1
350,350,350,36,2,1,1,1,25.2,25.2,0,1,67,5688,0,25.2,1,0,25.2
351,351,351,29,1,1,3,2,45.0,96.45,0,1,93,5704,0,48.225,2,0,96.45
352,352,352,8,1,1,3,1,20.15,20.15,0,1,70,4103,0,20.15,1,0,20.15
353,353,353,5,4,6,4,66,105.0,7133.25,0,1,96,5723,4,108.07954545454545,66,4,7133.25
354,354,354,155,4,1,4,3,54.7,169.45,0,1,66,3335,1,56.48333333333333,3,1,169.45
355,355,355,156,2,2,4,14,87.25,1258.6,0,1,78,4786,2,89.89999999999999,14,2,1258.6
356,356,356,12,2,1,5,10,79.95,857.2,0,1,68,5640,1,85.72,10,1,857.2
357,357,357,131,2,2,5,18,88.35,1639.3,0,1,96,5727,2,91.07222222222222,18,2,1639.3
358,358,358,15,2,1,5,9,94.75,889.9,0,1,83,2893,2,98.87777777777778,9,2,889.9
359,359,359,15,2,2,1,13,95.05,1290.0,0,1,97,2230,2,99.23076923076923,13,2,1290.0
360,360,360,157,2,1,1,4,78.45,330.05,0,1,67,5048,1,82.5125,4,1,330.05
361,361,361,2,2,1,3,4,70.2,237.95,0,1,92,5094,0,59.4875,4,0,237.95
362,362,362,158,3,5,4,59,41.05,2452.7,0,1,70,4324,2,41.57118644067796,59,2,2452.7
363,363,363,66,2,1,5,10,85.6,813.85,0,1,70,5146,1,81.385,10,1,813.85
364,364,364,12,2,1,1,1,79.2,79.2,0,1,76,4363,1,79.2,1,1,79.2
365,365,365,159,1,1,3,5,70.0,347.4,0,1,77,2673,3,69.47999999999999,5,3,347.4
366,366,366,160,3,1,3,1,49.95,49.95,0,1,71,2041,0,49.95,1,0,49.95
367,367,367,2,2,2,4,22,69.25,1554.0,0,1,85,2159,0,70.63636363636364,22,0,1554.0
368,368,368,78,2,3,4,34,94.25,3217.55,0,1,88,3369,3,94.63382352941177,34,3,3217.55
369,369,369,161,2,4,4,41,73.0,3001.2,0,1,86,2041,3,73.19999999999999,41,3,3001.2
370,370,370,105,4,6,5,64,100.05,6254.2,0,1,69,5452,3,97.721875,64,3,6254.2
371,371,371,19,4,1,5,4,99.8,442.85,0,1,89,2268,4,110.7125,4,4,442.85
372,372,372,26,2,2,5,18,35.0,553.0,0,1,76,2649,1,30.72222222222222,18,1,553.0
373,373,373,81,2,1,1,1,76.0,76.0,0,1,72,2567,0,76.0,1,0,76.0
374,374,374,15,2,1,15,2,93.85,170.85,0,1,72,4193,2,85.425,2,2,170.85
375,375,375,162,2,2,3,15,84.3,1308.4,0,1,86,4003,2,87.22666666666667,15,2,1308.4
376,376,376,82,4,1,4,9,84.4,732.5,0,1,83,5745,1,81.38888888888889,9,1,732.5
377,377,377,3,2,2,5,15,101.1,1504.05,0,1,97,2055,3,100.27,15,3,1504.05
378,378,378,160,2,1,1,1,50.45,50.45,0,1,68,2928,0,50.45,1,0,50.45
379,379,379,106,1,1,3,12,99.95,1132.75,0,1,80,5598,3,94.39583333333333,12,3,1132.75
380,380,380,85,2,1,3,2,91.4,193.6,0,1,80,5100,2,96.8,2,2,193.6
381,381,381,17,4,1,4,5,75.55,349.65,0,1,97,4028,1,69.92999999999999,5,1,349.65
382,382,382,163,4,1,4,4,80.8,332.45,0,1,72,5436,1,83.1125,4,1,332.45
383,383,383,9,2,2,4,16,100.0,1534.75,0,1,68,3794,3,95.921875,16,3,1534.75
384,384,384,8,2,1,5,1,20.55,20.55,0,1,87,5636,0,20.55,1,0,20.55
385,385,385,62,2,1,5,5,85.3,424.15,0,1,81,2264,2,84.83,5,2,424.15
386,386,386,47,2,1,5,4,70.4,281.0,0,1,88,4494,0,70.25,4,0,281.0
387,387,387,164,3,4,1,37,98.8,3475.55,0,1,82,3066,3,93.9337837837838,37,3,3475.55
388,388,388,22,4,2,1,13,74.4,896.75,0,1,89,3687,0,68.98076923076923,13,0,896.75
389,389,389,3,2,2,3,24,98.75,2407.3,0,1,85,4016,3,100.30416666666667,24,3,2407.3
390,390,390,165,2,6,4,61,106.0,6547.7,0,1,92,4334,4,107.33934426229509,61,4,6547.7
391,391,391,5,2,4,5,41,104.7,4346.4,0,1,84,3316,4,106.00975609756097,41,4,4346.4
392,392,392,15,2,2,1,22,96.7,2082.95,0,1,93,4458,2,94.67954545454545,22,2,2082.95
393,393,393,166,4,1,3,2,55.05,102.75,0,1,81,5855,2,51.375,2,2,102.75
394,394,394,141,2,2,3,19,88.2,1775.8,0,1,69,5683,2,93.46315789473684,19,2,1775.8
395,395,395,167,1,1,4,8,19.75,145.0,0,1,89,2247,0,18.125,8,0,145.0
396,396,396,81,2,2,4,15,75.65,1146.65,0,1,96,2099,0,76.44333333333334,15,0,1146.65
397,397,397,22,2,1,4,1,74.7,74.7,0,1,88,3348,0,74.7,1,0,74.7
398,398,398,17,2,2,5,17,76.65,1313.55,0,1,87,3182,1,77.26764705882353,17,1,1313.55
399,399,399,36,1,1,5,1,25.8,25.8,0,1,97,3884,0,25.8,1,0,25.8
400,400,400,168,2,1,5,2,42.6,72.4,0,1,79,4648,3,36.2,2,3,72.4
401,401,401,169,3,3,1,29,68.85,1970.5,0,1,79,5449,4,67.94827586206897,29,4,1970.5
402,402,402,170,4,1,1,2,90.0,190.05,0,1,99,3902,3,95.025,2,3,190.05
403,403,403,139,2,2,18,14,75.35,1025.95,0,1,71,4995,1,73.28214285714286,14,1,1025.95
404,404,404,171,2,1,18,8,100.85,819.55,0,1,97,3849,3,102.44375,8,3,819.55
405,405,405,47,2,1,18,5,69.95,330.15,0,1,81,2969,0,66.03,5,0,330.15
406,406,406,107,2,6,19,63,107.5,6873.75,0,1,96,6144,4,109.10714285714286,63,4,6873.75
407,407,407,29,1,1,19,1,45.85,45.85,0,1,94,5930,0,45.85,1,0,45.85
408,408,408,172,3,5,19,53,106.1,5769.75,0,1,94,4471,5,108.86320754716981,53,5,5769.75
409,409,409,173,2,1,18,1,91.7,91.7,0,1,71,4319,3,91.7,1,3,91.7
410,410,410,78,4,2,18,16,95.6,1555.65,0,1,96,5915,3,97.228125,16,3,1555.65
411,411,411,22,2,1,18,1,74.95,74.95,0,1,82,2591,0,74.95,1,0,74.95
412,412,412,15,2,1,19,10,95.35,898.35,0,1,75,5353,2,89.83500000000001,10,2,898.35
413,413,413,27,2,1,1,3,45.0,127.1,0,1,77,4145,0,42.36666666666667,3,0,127.1
414,414,414,174,2,6,2,66,99.5,6710.5,0,1,73,4001,4,101.67424242424242,66,4,6710.5
415,415,415,175,3,2,2,17,98.6,1704.95,0,1,91,5160,4,100.29117647058824,17,4,1704.95
416,416,416,176,1,1,2,7,59.5,415.95,0,1,91,4661,2,59.42142857142857,7,2,415.95
417,417,417,64,2,1,1,12,80.45,950.2,0,1,69,5374,1,79.18333333333334,12,1,950.2
418,418,418,12,4,4,1,42,77.95,3384.0,0,1,82,5396,1,80.57142857142857,42,1,3384.0
419,419,419,45,2,1,1,2,74.7,165.4,0,1,81,2803,1,82.7,2,1,165.4
420,420,420,85,2,1,1,1,88.8,88.8,0,1,91,3106,2,88.8,1,2,88.8
421,421,421,61,2,3,1,30,90.25,2755.35,0,1,84,5654,2,91.845,30,2,2755.35
422,422,422,177,3,2,1,15,64.65,994.55,0,1,89,4780,2,66.30333333333333,15,2,994.55
423,423,423,178,3,2,1,13,89.05,1169.35,0,1,82,3861,3,89.94999999999999,13,3,1169.35
424,424,424,179,2,6,1,67,87.4,5918.8,0,1,65,4421,2,88.34029850746269,67,2,5918.8
425,425,425,44,2,2,1,23,94.75,2293.6,0,1,95,2740,3,99.72173913043478,23,3,2293.6
426,426,426,66,2,3,1,35,86.45,3029.1,0,1,68,5874,1,86.54571428571428,35,1,3029.1
427,427,427,180,2,5,1,56,98.25,5508.35,0,1,97,4886,3,98.36339285714287,56,3,5508.35
428,428,428,17,3,1,1,9,75.75,655.9,0,1,96,5105,1,72.87777777777778,9,1,655.9
429,429,429,181,3,2,1,17,85.35,1463.45,0,1,70,3209,2,86.08529411764707,17,2,1463.45
430,430,430,107,4,4,1,48,106.1,5082.8,0,1,69,5898,4,105.89166666666667,48,4,5082.8
431,431,431,29,2,2,14,17,45.05,770.6,0,1,65,3797,0,45.32941176470588,17,0,770.6
432,432,432,182,1,3,14,34,109.8,3587.25,0,1,78,3410,5,105.50735294117646,34,5,3587.25
433,433,433,66,2,4,14,42,84.65,3541.35,0,1,76,4871,1,84.31785714285714,42,1,3541.35
434,434,434,12,3,1,14,11,79.5,868.5,0,1,68,3469,1,78.95454545454545,11,1,868.5
435,435,435,34,1,1,14,1,85.8,85.8,0,1,99,2850,1,85.8,1,1,85.8
436,436,436,12,2,1,14,1,79.1,79.1,0,1,84,5001,1,79.1,1,1,79.1
437,437,437,27,1,1,14,3,44.3,134.5,0,1,88,4903,0,44.833333333333336,3,0,134.5
438,438,438,87,4,5,14,50,105.95,5341.8,0,1,79,5536,4,106.836,50,4,5341.8
439,439,439,2,2,1,14,5,69.75,324.6,0,1,99,3965,0,64.92,5,0,324.6
440,440,440,15,2,5,14,51,94.65,4812.75,0,1,100,4747,2,94.36764705882354,51,2,4812.75
441,441,441,16,3,4,14,46,96.05,4399.5,0,1,77,2712,2,95.6413043478261,46,2,4399.5
442,442,6,95,1,1,14,1,50.15,50.15,0,1,98,3438,1,50.15,1,1,50.15
443,443,442,134,3,4,14,41,113.6,4594.95,0,1,96,4963,6,112.07195121951219,41,6,4594.95
444,444,443,12,2,3,14,29,78.9,2384.15,0,1,90,3249,1,82.21206896551725,29,1,2384.15
445,445,444,183,2,3,15,26,60.05,1616.15,0,1,71,2039,2,62.159615384615385,26,2,1616.15
446,446,445,184,2,1,15,1,34.7,34.7,0,1,81,4476,1,34.7,1,1,34.7
447,447,446,82,2,1,15,3,85.3,264.8,0,1,67,4934,1,88.26666666666667,3,1,264.8
448,448,447,107,4,6,19,66,102.45,6615.15,0,1,82,4688,4,100.22954545454544,66,4,6615.15
449,449,448,185,3,2,19,21,104.4,2200.25,0,1,67,5570,4,104.77380952380952,21,4,2200.25
450,450,449,3,2,1,19,1,99.75,99.75,0,1,93,4214,3,99.75,1,3,99.75
451,451,450,186,2,1,19,4,74.4,299.7,0,1,69,3633,4,74.925,4,4,299.7
452,452,451,54,4,1,19,9,74.25,639.65,0,1,76,5393,1,71.07222222222222,9,1,639.65
453,453,452,187,2,1,19,1,59.85,59.85,0,1,71,4017,1,59.85,1,1,59.85
454,454,453,2,2,1,19,1,69.6,69.6,0,1,96,3438,0,69.6,1,0,69.6
455,455,21,188,2,1,19,9,45.4,418.8,0,1,81,5028,2,46.53333333333333,9,2,418.8
456,456,454,8,1,1,19,1,19.5,19.5,0,1,77,5211,0,19.5,1,0,19.5
457,457,455,2,2,1,19,1,69.9,69.9,0,1,88,3349,0,69.9,1,0,69.9
458,458,456,75,3,1,15,2,87.15,183.75,0,1,72,4149,2,91.875,2,2,183.75
459,459,22,82,3,1,19,3,84.75,264.85,0,1,100,2014,1,88.28333333333335,3,1,264.85
460,460,24,131,2,2,19,14,89.95,1178.4,0,1,97,5463,2,84.17142857142858,14,2,1178.4
461,461,457,182,2,4,19,41,113.2,4689.5,0,1,89,3380,5,114.3780487804878,41,5,4689.5
462,462,458,61,2,2,19,13,90.5,1201.15,0,1,76,5394,2,92.39615384615385,13,2,1201.15
463,463,459,148,2,1,19,2,79.0,143.65,0,1,92,5239,1,71.825,2,1,143.65
464,464,460,93,3,2,19,18,20.15,390.85,0,1,85,4931,0,21.71388888888889,18,0,390.85
465,465,31,2,2,1,19,1,71.65,71.65,0,1,93,2377,0,71.65,1,0,71.65
466,466,461,8,1,1,19,4,20.35,77.5,0,1,76,5984,0,19.375,4,0,77.5
467,467,33,189,4,4,19,38,84.25,3264.5,0,1,70,2885,3,85.90789473684211,38,3,3264.5
468,468,462,38,3,1,19,12,78.1,947.3,0,1,89,4741,1,78.94166666666666,12,1,947.3
469,469,463,190,1,2,19,19,89.65,1761.05,0,1,74,3046,2,92.68684210526315,19,2,1761.05
470,470,36,23,2,1,19,10,98.7,973.25,0,1,68,5561,3,97.325,10,3,973.25
471,471,464,139,2,1,19,1,76.35,76.35,0,1,67,5613,1,76.35,1,1,76.35
472,472,465,14,2,2,19,23,79.15,1676.95,0,1,68,5216,1,72.9108695652174,23,1,1676.95
473,473,466,82,2,3,19,32,85.0,2642.05,0,1,94,4584,1,82.5640625,32,1,2642.05
474,474,467,34,2,3,19,32,85.3,2661.1,0,1,75,2712,1,83.159375,32,1,2661.1
475,475,468,66,4,3,19,31,86.55,2697.4,0,1,74,4198,1,87.01290322580645,31,1,2697.4
476,476,41,45,4,2,19,19,73.85,1424.5,0,1,89,2251,1,74.97368421052632,19,1,1424.5
477,477,45,188,2,5,19,57,44.85,2572.95,0,1,82,5172,2,45.13947368421052,57,2,2572.95
478,478,46,27,2,1,19,1,45.1,45.1,0,1,79,4499,0,45.1,1,0,45.1
479,479,47,50,2,2,19,24,96.0,2122.45,0,1,71,3068,3,88.43541666666665,24,3,2122.45
480,480,48,8,3,1,19,1,20.05,20.05,0,1,66,4710,0,20.05,1,0,20.05
481,481,469,191,3,6,19,65,108.65,6937.95,0,1,79,6120,5,106.7376923076923,65,5,6937.95
482,482,470,29,2,1,19,10,45.55,402.6,0,1,67,4097,0,40.260000000000005,10,0,402.6
483,483,471,26,2,1,19,2,35.1,68.75,0,1,78,2643,1,34.375,2,1,68.75
484,484,472,27,4,1,19,1,46.2,46.2,0,1,76,4167,0,46.2,1,0,46.2
485,485,473,27,2,1,19,1,45.15,45.15,0,1,89,5828,0,45.15,1,0,45.15
486,486,474,31,2,1,15,1,43.3,43.3,0,1,91,4972,3,43.3,1,3,43.3
487,487,475,1,4,4,19,38,57.15,2250.65,0,1,75,3110,2,59.227631578947374,38,2,2250.65
488,488,476,54,2,2,19,19,73.2,1441.1,0,1,97,4718,1,75.84736842105262,19,1,1441.1
489,489,50,100,2,5,19,52,85.35,4338.6,0,1,98,6402,2,83.4346153846154,52,2,4338.6
490,490,477,27,1,1,19,1,45.95,45.95,0,1,69,4888,0,45.95,1,0,45.95
491,491,478,192,2,1,19,3,83.75,247.25,0,1,65,4852,2,82.41666666666667,3,2,247.25
492,492,55,2,2,1,19,1,70.05,70.05,0,1,69,2699,0,70.05,1,0,70.05
493,493,479,82,2,1,19,2,86.0,165.45,0,1,77,4546,1,82.725,2,1,165.45
494,494,480,193,3,3,19,35,100.5,3653.35,0,1,81,4745,4,104.38142857142857,35,4,3653.35
495,495,57,81,2,2,19,16,72.65,1194.3,0,1,73,2850,0,74.64375,16,0,1194.3
496,496,58,69,2,1,19,1,21.0,21.0,0,1,90,3753,0,21.0,1,0,21.0
497,497,481,27,1,1,19,1,45.1,45.1,0,1,70,2740,0,45.1,1,0,45.1
498,498,482,133,3,3,19,30,50.4,1527.5,0,1,83,4795,1,50.916666666666664,30,1,1527.5
499,499,483,38,2,1,19,5,78.95,378.4,0,1,65,4054,1,75.67999999999999,5,1,378.4
500,500,62,194,2,5,19,56,94.45,5124.6,0,1,96,4830,3,91.51071428571429,56,3,5124.6
501,501,484,62,3,4,19,44,84.8,3862.55,0,1,66,3997,2,87.78522727272728,44,2,3862.55
502,502,485,195,1,1,19,1,50.9,50.9,0,1,83,5111,1,50.9,1,1,50.9
503,503,69,3,2,5,19,49,99.8,4872.45,0,1,83,6088,3,99.43775510204081,49,3,4872.45
504,504,70,4,3,4,19,47,107.35,5118.95,0,1,98,3620,4,108.91382978723404,47,4,5118.95
505,505,71,69,1,3,19,31,19.55,658.95,0,1,67,2687,0,21.256451612903227,31,0,658.95
506,506,486,96,2,1,19,3,79.1,246.5,0,1,74,5339,2,82.16666666666667,3,2,246.5
507,507,487,51,1,1,19,8,25.5,215.2,0,1,78,5578,0,26.9,8,0,215.2
508,508,488,38,2,1,19,2,80.75,159.45,0,1,87,2176,1,79.725,2,1,159.45
509,509,489,141,3,6,19,65,91.85,5940.85,0,1,82,5530,2,91.39769230769231,65,2,5940.85
510,510,78,45,2,1,19,1,75.35,75.35,0,1,90,5284,1,75.35,1,1,75.35
511,511,490,22,2,1,19,1,75.45,75.45,0,1,74,5518,0,75.45,1,0,75.45
512,512,491,46,3,2,19,24,49.55,1210.4,0,1,80,5005,1,50.43333333333334,24,1,1210.4
513,513,492,196,4,6,19,69,78.6,5356.45,0,1,93,6230,5,77.62971014492753,69,5,5356.45
514,514,82,12,2,1,15,7,81.1,576.65,0,1,87,3238,1,82.37857142857142,7,1,576.65
515,515,493,22,2,1,19,11,74.95,825.7,0,1,70,2044,0,75.06363636363636,11,0,825.7
516,516,494,15,2,1,1,1,93.55,93.55,0,1,81,5536,2,93.55,1,2,93.55
517,517,495,4,4,5,2,58,102.1,5885.4,0,1,96,4415,4,101.47241379310344,58,4,5885.4
518,518,496,68,3,2,2,14,90.9,1259.0,0,1,70,5148,2,89.92857142857143,14,2,1259.0
519,519,85,10,1,1,2,12,29.2,309.1,0,1,94,3747,1,25.758333333333336,12,1,309.1
520,520,87,110,3,3,4,25,89.15,2257.75,0,1,97,5853,3,90.31,25,3,2257.75
521,521,88,104,2,5,4,58,108.85,6287.25,0,1,91,4739,5,108.40086206896552,58,5,6287.25
522,522,497,66,2,2,4,16,84.75,1350.15,0,1,99,5136,1,84.384375,16,1,1350.15
523,523,498,29,2,1,4,1,45.7,45.7,0,1,99,3187,0,45.7,1,0,45.7
524,524,499,2,2,1,4,1,69.95,69.95,0,1,94,3208,0,69.95,1,0,69.95
525,525,90,197,2,1,4,2,44.6,97.1,0,1,70,5482,2,48.55,2,2,97.1
526,526,500,22,2,2,4,23,74.95,1710.45,0,1,89,5897,0,74.36739130434783,23,0,1710.45
527,527,501,198,2,5,4,57,95.25,5464.65,0,1,93,5789,3,95.87105263157895,57,3,5464.65
528,528,502,85,1,2,4,24,89.85,2165.05,0,1,95,2050,2,90.21041666666667,24,2,2165.05
529,529,91,84,1,5,4,49,100.45,4941.8,0,1,90,4235,3,100.8530612244898,49,3,4941.8
530,530,92,199,2,1,4,5,47.15,223.15,0,1,82,2857,0,44.63,5,0,223.15
531,531,93,64,2,1,4,2,80.2,181.1,0,1,99,2384,1,90.55,2,1,181.1
532,532,503,98,1,1,4,4,87.1,341.45,0,1,80,5587,2,85.3625,4,2,341.45
533,533,94,22,3,1,4,5,75.9,357.75,0,1,87,3520,0,71.55,5,0,357.75
534,534,504,118,2,4,7,47,98.75,4533.7,0,1,80,4622,4,96.46170212765956,47,4,4533.7
535,535,505,34,2,1,7,10,86.45,830.85,0,1,80,5699,1,83.08500000000001,10,1,830.85
536,536,506,29,1,1,7,1,45.3,45.3,0,1,69,3049,0,45.3,1,0,45.3
537,537,507,200,2,6,7,67,104.1,7040.85,0,1,74,4857,4,105.08731343283583,67,4,7040.85
538,538,96,14,2,1,7,5,81.0,371.65,0,1,99,4287,1,74.33,5,1,371.65
539,539,97,201,4,6,7,67,90.6,6056.15,0,1,73,4394,3,90.39029850746267,67,3,6056.15
540,540,508,101,2,2,7,15,88.15,1390.6,0,1,79,2524,2,92.70666666666666,15,2,1390.6
541,541,98,69,1,1,7,1,20.2,20.2,0,1,92,4325,0,20.2,1,0,20.2
542,542,101,61,2,3,15,26,90.8,2361.8,0,1,75,2641,2,90.83846153846154,26,2,2361.8
543,543,509,14,2,2,7,22,79.35,1730.35,0,1,68,4718,1,78.65227272727272,22,1,1730.35
544,544,510,56,3,2,7,21,96.8,2030.3,0,1,87,4317,3,96.68095238095238,21,3,2030.3
545,545,511,62,3,4,7,47,83.35,4065.0,0,1,98,2516,2,86.48936170212765,47,2,4065.0
546,546,103,160,2,1,7,2,49.4,106.55,0,1,97,5115,0,53.275,2,0,106.55
547,547,512,202,2,2,7,22,79.2,1742.75,0,1,91,3410,4,79.2159090909091,22,4,1742.75
548,548,105,195,2,1,15,7,48.7,340.25,0,1,98,2984,1,48.607142857142854,7,1,340.25
549,549,513,203,2,1,15,1,95.6,95.6,0,1,79,4091,3,95.6,1,3,95.6
550,550,107,204,4,5,15,49,59.75,2934.3,0,1,78,6006,2,59.88367346938776,49,2,2934.3
